NewsDesk,SectionName,SubsectionName,Headline,Snippet,Abstract,WordCount,PubDate,UniqueID,Weekday,DayofMonth,Time
,Opinion,The Public Editor,The Torture Report and The Times,Revelations from the Senates report on torture have raised familiar questions about the relationship between the press and the government.,Revelations from the Senates report on torture have raised familiar questions about the relationship between the press and the government.,672,11-12-2014 08:00,7393,5,11,8
Foreign,World,Asia Pacific,Castro Awarded Confucius Peace Prize,The Confucius Peace Prize was first given out in late 2010 as a rejoinder to the Nobel Peace Prize. President Vladimir V. Putin of Russia is a past recipient.,The Confucius Peace Prize was first given out in late 2010 as a rejoinder to the Nobel Peace Prize. President Vladimir V. Putin of Russia is a past recipient.,706,11-12-2014 07:50,7394,5,11,7
Business,Business Day,Dealbook,Morning Agenda: Bleak View of American Dream,Many feel the American dream may be out of reach. | Making sense of a year of deals. | Appeals court deals a setback to the governments crackdown on insider trading.,Many feel the American dream may be out of reach. | Making sense of a year of deals. | Appeals court deals a setback to the governments crackdown on insider trading.,0,11-12-2014 07:44,7395,5,11,7
,,,Today in Politics,The 113th Congress is concluding with partisan brinksmanship and one last mad scramble for votes to pass a $1.1 trillion spending package.,The 113th Congress is concluding with partisan brinksmanship and one last mad scramble for votes to pass a $1.1 trillion spending package.,1544,11-12-2014 07:09,7396,5,11,7
Business,Business Day,Small Business,How Danae Ringelmann Built Indiegogo,She and her team were rejected by 90 investors before they managed to raise investment capital.,She and her team were rejected by 90 investors before they managed to raise investment capital.,1121,11-12-2014 07:00,7397,5,11,7
Culture,Arts,,Cars for New Bond Movie Are Stolen in Germany,"As befits a Bond-like heist, the police reportedly have no leads as to who might have taken the nine customized cars from a garage near Dsseldorf, Germany.","As befits a Bond-like heist, the police reportedly have no leads as to who might have taken the nine customized cars from a garage near Dsseldorf, Germany.",225,11-12-2014 06:38,7398,5,11,6
Business,Technology,,Daily Report: Online Deals That May Be Too Good to Be True ,Most online holiday-season shopping steals are in fact no such thing. A watchdog group found that under 1 percent of the deals it looked at actually were.,Most online holiday-season shopping steals are in fact no such thing. A watchdog group found that under 1 percent of the deals it looked at actually were.,165,11-12-2014 06:32,7399,5,11,6
Business,Business Day,Dealbook,Cargill Remains Interested in Dutch Supplier of Animal Feed,"The American food and agriculture giant is weighing a revised offer for the feed company Nutreco, which is already the subject of a $3.7 billion cash bid from SHV Holdings of the Netherlands.","The American food and agriculture giant is weighing a revised offer for the feed company Nutreco, which is already the subject of a $3.7 billion cash bid from SHV Holdings of the Netherlands.",462,11-12-2014 06:21,7400,5,11,6
Metro,N.Y. / Region,,New York Today: The Man Who Calls the Jurors,"Thursday: Norman Goodman and the tale of 11 million jury summonses, more snow flurries, and New Yorks curling revival.","Thursday: Norman Goodman and the tale of 11 million jury summonses, more snow flurries, and New Yorks curling revival.",835,11-12-2014 05:52,7401,5,11,5
Business,Business Day,Dealbook,Qatar Adds Longtime London Banker to Board of Canary Wharf's Owner,"Ken Costa, the former chairman of Lazard International and a longtime UBS banker, will join the board of Songbird Estates, which the Qatari sovereign wealth fund is trying to acquire.","Ken Costa, the former chairman of Lazard International and a longtime UBS banker, will join the board of Songbird Estates, which the Qatari sovereign wealth fund is trying to acquire.",437,11-12-2014 05:44,7402,5,11,5
,U.S.,Education,Have Your Ever Taken Part in a Protest?,What were you protesting? What was the experience like?,What were you protesting? What was the experience like?,790,11-12-2014 05:00,7403,5,11,5
,Multimedia,,An In-Depth History of Group f.64,"A new book looks at Group f.64, one of the most famous collectives in the history of photography, whose members battled the Depression while grappling with photographys evolving role in society.","A new book looks at Group f.64, one of the most famous collectives in the history of photography, whose members battled the Depression while grappling with photographys evolving role in society.",983,11-12-2014 05:00,7404,5,11,5
Business,Technology,,Google News to Shut Down in Spain,The decision is in response to a Spanish law that comes into force in January that would allow newspapers and other publishers to charge Google for content it uses.,The decision is in response to a Spanish law that comes into force in January that would allow newspapers and other publishers to charge Google for content it uses.,658,11-12-2014 04:43,7405,5,11,4
,U.S.,Education,"6 Q's About the News | At Nets&rsquo; Game, a Plan for a Simple Statement Is Carried Out to a T",What elaborate plan took shape this Monday to get I Cant Breathe T-shirts to N.B.A. players?,What elaborate plan took shape this Monday to get I Cant Breathe T-shirts to N.B.A. players?,165,11-12-2014 04:42,7406,5,11,4
,U.S.,Education,Test Yourself | Selling the Glamour of Travel,"Here are six paragraphs of an Oct. 26 article, Art That Makes You Wish You Were There. Can you choose the best word for each blank?","Here are six paragraphs of an Oct. 26 article, Art That Makes You Wish You Were There. Can you choose the best word for each blank?",44,11-12-2014 04:34,7407,5,11,4
Foreign,World,Asia Pacific,Chinese Coverage of C.I.A. Torture Report Says It Highlights U.S. Hypocrisy,"The state-run news media weighed in with photographs and analysis, including details of extreme interrogation techniques used by the C.I.A., like waterboarding.","The state-run news media weighed in with photographs and analysis, including details of extreme interrogation techniques used by the C.I.A., like waterboarding.",574,11-12-2014 04:32,7408,5,11,4
,U.S.,Education,Word of the Day | rarefied,This word has appeared in 204 New York Times articles in the past year.,This word has appeared in 204 New York Times articles in the past year.,197,11-12-2014 00:02,7409,5,11,0
Business,Business Day,Dealbook,"Ex-JPMorgan Executive to Join Circle, a Digital Currency Start-Up","Paul Camp, who led JPMorgans global transaction services business before leaving the bank in July, is joining Circle Internet Financial, a start-up that processes digital transactions.","Paul Camp, who led JPMorgans global transaction services business before leaving the bank in July, is joining Circle Internet Financial, a start-up that processes digital transactions.",430,11-12-2014 00:01,7410,5,11,0
Business,Crosswords/Games,,Caesar's Predecessor,A Saturday romp with James Mulhern and Ashton Anderson.,A Saturday romp with James Mulhern and Ashton Anderson.,395,12-12-2014 22:00,7411,6,12,22
Business,Business Day,Dealbook,Wall St. Wins a Round in a Dodd-Frank Fight,"A repeal of a derivatives rule would show that, six years after the financial crisis, large banks have found a way to kill regulations that were part of the Dodd-Frank Act.","A repeal of a derivatives rule would show that, six years after the financial crisis, large banks have found a way to kill regulations that were part of the Dodd-Frank Act.",956,12-12-2014 20:24,7412,6,12,20
Metro,N.Y. / Region,,Winter Camp for the White-Footed Mouse,"Winter hikers with sharp eyes could spot a white-footed mouse, an appealing mammal found in all five boroughs in New York City that feeds on garden pests and insects.","Winter hikers with sharp eyes could spot a white-footed mouse, an appealing mammal found in all five boroughs in New York City that feeds on garden pests and insects.",501,12-12-2014 19:51,7413,6,12,19
Business,Business Day,Dealbook,Juniper Said to Be in Talks With Elliott to Further Change Board,"In recent weeks, Elliott had proposed a list of several candidates for the companys board in advance of the period when shareholders and others can begin nominating potential directors, according to people briefed on the matter.","In recent weeks, Elliott had proposed a list of several candidates for the companys board in advance of the period when shareholders and others can begin nominating potential directors, according to people briefed on the matter.",216,12-12-2014 19:25,7414,6,12,19
OpEd,Opinion,,No Surprise: Wall Street Got Its Way in Spending Bill,A provision in the bill passed by the House repeals a part of the Dodd-Frank financial reform.,A provision in the bill passed by the House repeals a part of the Dodd-Frank financial reform.,441,12-12-2014 18:48,7415,6,12,18
Business,Business Day,Dealbook," With 'So Help Me God' Ethics Oath, Dutch Banks Seek Redemption ",The oath is aimed at restoring confidence in the global financial system after the recent crisis.,The oath is aimed at restoring confidence in the global financial system after the recent crisis.,1035,12-12-2014 17:39,7416,6,12,17
